ANO_VENDA;MES_VENDA;PRINCIPIO_ATIVO;DESCRICAO_APRESENTACAO;QTD_VENDIDA
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;3
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;3
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;4
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;3
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;2
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
2020;4;ACETATO DE PREDNISOLONA + GATIFLOXACINO SESQUI-HIDRATADO;3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML ;1
