ANO_VENDA;MES_VENDA;PRINCIPIO_ATIVO;DESCRICAO_APRESENTACAO;QTD_VENDIDA
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;4
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;1457
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;3
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;41
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;3
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;3
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;25
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;268
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;45
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;7
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;25 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;25MG COM REC CT BL AL PLAS TRANS X 30;108
2021;10;CLORIDRATO DE SERTRALINA;25MG COM REC CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;25MG COM REC CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;25MG COM REC CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;25MG COM REC CT BL AL PLAS TRANS X 30;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;489
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;36
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;10
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;8
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;156
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;6
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 60;66
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 60;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL AL X 60;5
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30;37
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30;164
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30;12
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30 ;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30 ;943
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30 ;7
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30 ;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30 ;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30 ;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30 ;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30 ;19
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30 ;6
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS INC X 30 ;25
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 20;7
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 20;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 28;66
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 28;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 28;20
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 28;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 28;44
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;6
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;17
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;6
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;5
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;6
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;3774
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;36
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;164
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;19
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;14
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;27
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;1162
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;45
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;34
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;6
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30;13
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30 (PORT 344/98 LISTA C-1) ;27
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30 (PORT 344/98 LISTA C-1) ;335
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30 (PORT 344/98 LISTA C-1) ;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30 (PORT 344/98 LISTA C-1) ;7
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30 (PORT 344/98 LISTA C-1) ;157
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30 (PORT 344/98 LISTA C-1) ;31
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30 (PORT 344/98 LISTA C-1) ;22
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30 (PORT 344/98 LISTA C-1) ;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30 (PORT 344/98 LISTA C-1) ;15
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS OPC X 30 (PORT 344/98 LISTA C-1) ;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;14
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;844
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;26
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;5
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;5
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;10
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;162
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC OPC X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;823
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;7
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;10
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;5
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;343
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;22
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS PVC TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 20;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 28;5
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 28;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 28;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;102
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;6326
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;25
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;216
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;6
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;4
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;32
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;15
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;3
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;76
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;2
2021;10;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30;1044
