ANO_VENDA;MES_VENDA;PRINCIPIO_ATIVO;DESCRICAO_APRESENTACAO;QTD_VENDIDA
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;1
2020;5;AMOXICILINA TRI-HIDRATADA;250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;2
2020;5;AMOXICILINA TRI-HIDRATADA;250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;1
2020;5;AMOXICILINA TRI-HIDRATADA;250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;1
2020;5;AMOXICILINA TRI-HIDRATADA;250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;1
2020;5;AMOXICILINA TRI-HIDRATADA;250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;8
2020;5;AMOXICILINA TRI-HIDRATADA;250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;1
2020;5;AMOXICILINA TRI-HIDRATADA;250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;6
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;3
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;6
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;3
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;5
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;6
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;2
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG/ 5 ML PO PREP EXT SUS OR CT FR VD AMB X 100 ML + SER DOS X 10 ML;3
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG/ 5 ML PO PREP EXT SUS OR CT FR VD AMB X 100 ML + SER DOS X 10 ML;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG/ 5 ML PO PREP EXT SUS OR CT FR VD AMB X 100 ML + SER DOS X 10 ML;1
2020;5;AMOXICILINA TRI-HIDRATADA;400 MG/ 5 ML PO PREP EXT SUS OR CT FR VD AMB X 100 ML + SER DOS X 10 ML;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;4
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;6
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;4
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;6
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;4
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;4
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;5
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;5
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;3
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;11
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;3
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;4
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;4
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;4
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;124
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;46
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;3
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;4
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;6
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;3
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;60
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP + SER DOS;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;8
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;2
2020;5;AMOXICILINA TRI-HIDRATADA;50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1
